Frame NO., Target Total, Target NO., X(m), Y(m), Z(m), Velocity(m/s), Intensity, Intensity(Log) 
14, 31, 20, 1.7871, 2.4219, 0, -0.1252, 14, 12, 
14, 31, 21, -0.4043, 0.2578, 0, -1.0018, 14, 12, 
14, 31, 22, -0.4258, 0.3047, 0, -1.0018, 18, 13, 
14, 31, 23, -0.4434, 0.3535, 0, -1.0018, 9, 10, 
14, 31, 24, 0.375, 0.2988, 0, -0.8766, 15, 12, 
14, 31, 25, 0.4082, 0.3262, 0, -0.8766, 19, 13, 
14, 31, 26, 0.4609, 0.3301, 0, -0.8766, 9, 10, 
14, 31, 27, 0.3594, 0.3184, 0, -0.6261, 10, 10, 
14, 31, 28, -0.4414, 0.2813, 0, -0.6261, 16, 12, 
14, 31, 29, -0.4609, 0.3301, 0, -0.6261, 9, 10, 
14, 31, 30, -0.4043, 0.2578, 0, -0.5009, 8, 10, 
14, 31, 31, -0.4258, 0.3047, 0, -0.5009, 10, 10, 
15, 25, 1, -0.5312, 0.1973, 0, 0.1252, 9, 10, 
15, 25, 2, -0.5078, 0.1289, 0, 0.2504, 13, 11, 
15, 25, 3, -0.5664, 0, 0, 0.2504, 30, 15, 
15, 25, 4, -0.6113, 0, 0, 0.2504, 29, 15, 
15, 25, 5, -0.6348, 0.1621, 0, 0.2504, 9, 10, 
15, 25, 6, 0.5078, 0.1289, 0, 0.3757, 9, 10, 
15, 25, 7, 0.5488, 0.1406, 0, 0.3757, 31, 15, 
15, 25, 8, -0.6113, 0, 0, 0.3757, 34, 15, 
15, 25, 9, -0.6348, 0.1621, 0, 0.3757, 13, 11, 
15, 25, 10, 0.5488, 0.1406, 0, 0.5009, 12, 11, 
15, 25, 11, -0.6113, 0, 0, 0.5009, 15, 12, 
15, 25, 12, 0.3027, 3.2148, 0, 0.5009, 11, 11, 
15, 25, 13, 0.5039, 5.3418, 0, -1.0018, 10, 10, 
15, 25, 14, 0.5078, 5.3867, 0, -1.0018, 22, 14, 
15, 25, 15, 0.6816, 5.4102, 0, -1.0018, 23, 14, 
15, 25, 16, 0.3359, 5.3555, 0, -0.8766, 13, 11, 
15, 25, 17, 0.3379, 5.3984, 0, -0.8766, 41, 16, 
15, 25, 18, 0.3418, 5.4434, 0, -0.8766, 47, 17, 
